instance,alpha,beta,bound,crossoverRate,elitism,interAttemptRate,interMutationRate,intraMutationRate,populationSize,probBestIndividual,probReversal,probSingle
pr01,98.0336696417205,2.1585366414266836,2.006138584422483,0.8867883548497956,0.1258976386137403,2.55251882455273,0.6071303229883739,0.5966750740305078,656.2549808948115,0.8464763265610724,0.47979546849885835,0.6210325838584813
pr02,95.79454906361687,3.0450638156413574,1.701040104747731,0.914501226174955,0.13839268037361258,2.820486873452981,0.6121643790923452,0.6446595393454815,450.28922348837597,0.8361183504191979,0.49075092379740937,0.5863513451348696
pr03,96.11577084246576,1.2268974165508049,1.6523896654193257,0.8920002506125387,0.12414675617853585,2.6889854182227135,0.6111823651866025,0.5915042302791554,427.3937832412409,0.8325461646012494,0.49748639344389595,0.5753300323296584
pr04,93.68670508712881,3.346908487118657,1.6259922633863302,0.9216692492222153,0.14018050616991296,2.7918802321344782,0.5994127506203777,0.642834101757332,406.1576363059414,0.8311297498797499,0.49475544846295094,0.5651740699618317
pr05,96.96193221405085,3.6018029802902687,1.6871455796243924,0.9235713666434004,0.14162301297258925,2.923661868577127,0.6104949609398762,0.6470176104959255,372.11098223810086,0.8362689954427243,0.49019630892076055,0.5916449673945936
pr06,93.58374652654314,3.893184611763002,1.635501476709103,0.9245160058083787,0.14308082352362014,3.215540579947362,0.5989687838840382,0.6446967424123455,354.44266185791616,0.8283488537513961,0.5204369623351428,0.5705549229443796
pr07,95.39191544488155,2.5578478021272506,1.988633451451248,0.8840584168656203,0.12329767039300937,2.546175168209074,0.6096348268805896,0.6203025702003767,598.6098811734404,0.8312603263026992,0.49098090860802723,0.6079770480571827
pr08,96.526141858769,2.6675593514771485,1.6760183907429664,0.8984855426274918,0.13195639192884956,2.649114225385421,0.6161608730252799,0.6045073037907036,387.9163107764803,0.8379555025953331,0.4927304729676365,0.5809662451438374
pr09,95.80480501828956,3.097519826297368,1.6606325916707265,0.9062074080188487,0.13450461661690474,2.6807130252045592,0.6154006770849991,0.6136195059325668,343.48792764047,0.8361916716365869,0.4924697951645858,0.5775873268242411
pr10,95.40227106540667,3.810152065746558,1.6149832237755959,0.9194104436053588,0.1416944986118715,2.910109052905669,0.6002606832903443,0.6287571625320878,329.8539705743096,0.8280019439129609,0.4998381429185268,0.5624186322106313
p01,96.85833540282694,0.5116701230737248,2.025848417903503,0.8762476220421136,0.12339421681582699,2.6159462947598597,0.6097143969495664,0.6259120501281519,670.2204935679512,0.8533984824027196,0.46554317998385797,0.6263972135836543
p02,95.9502257786156,0.5772744993628472,1.9989327723437893,0.8758296047173166,0.12278546382995534,2.6037142079515014,0.6064781973362482,0.6164074876786741,668.5114007147906,0.8489761360735937,0.47491860368131555,0.619298540599388
p03,92.28509563255325,3.5530421124230447,1.7796319891658872,0.9092934454904794,0.1427061994032333,2.9423259728344515,0.6019591711646796,0.6701222835544869,508.685893516402,0.8419163228485262,0.47673967259984207,0.6019590205776647
p04,84.00998757990284,3.2389675197997225,1.7081964567134051,0.9250316949999153,0.1236771757746334,2.803994843825356,0.4948665748877613,0.6184916644874272,478.02144575449654,0.8182660450033332,0.50219646173036,0.5430966642428506
p05,83.82443004265038,3.1824966104360164,1.6609944826046517,0.9376495389419118,0.13574642275489734,2.8641328226074045,0.49637004630648696,0.6376322531831006,475.11801992734195,0.8200437133487981,0.4934538071507164,0.5304134663156348
p06,83.53110942729586,3.1454676961926955,1.6503963864133349,0.9405295794914439,0.13894112275044482,2.9036481252582993,0.4968626547651971,0.6544868463300666,479.4712161661314,0.8209918001019696,0.4927693489812134,0.5355354309845836
p07,93.20473609880389,1.247931489085302,1.6609995897072163,0.8971234039030649,0.13127274937868158,2.7953381364398364,0.6087171722659012,0.6374635048401249,475.89092169600644,0.8358882391933239,0.49301663371154897,0.5725005780471882
p08,84.67735878279247,3.9382957422677762,1.7788678600119272,0.92832107755525,0.12717581327962685,3.07993227738991,0.48098366675697185,0.575934736167787,377.4311783633818,0.8050046289241205,0.5341006319480895,0.5407680251278207
p09,86.92534819229734,4.104705584516477,1.7738134511439592,0.9252149024999224,0.1254264129624299,3.3779125927431046,0.4946392245544788,0.5771394895123709,354.4219089134344,0.8094433320916371,0.5627050428385174,0.5501435914949125
p10,95.78435445596462,2.8971361021469932,1.742392933494628,0.8958862666034899,0.12271893509817237,3.3337694634304844,0.615718031968032,0.5868881401545908,345.23484362467417,0.8215277119302543,0.5634122034588136,0.5817230446845352
